Year,Program Area,Program Project,Sub-Program Project,Actuals,Annualized_CR,PresBud,PresBud_vs_Annualized_CR,Enacted,PresBud_vs_Enacted
2020,Science & Technology,Homeland Security,Homeland Security: Critical Infrastructure Protection,9504.5,9788,7457,-2331,,
2020,Science & Technology,Homeland Security,"Homeland Security: Preparedness, Response, and Recovery",22767.3,22918,24847,1929,,
2020,Science & Technology,Homeland Security,Homeland Security: Protection of EPA Personnel and Infrastructure,415,416,500,84,,
2020,Science & Technology,Homeland Security,"Subtotal, Homeland Security",32686.8,33122,32804,-318,,
2020,Science & Technology,IT / Data Management / Security,IT / Data Management,2296,3089,2747,-342,,
2020,Science & Technology,Operations and Administration,Facilities Infrastructure and Operations,70101.6,68339,67274,-1065,,
2020,Science & Technology,Operations and Administration,Workforce Reshaping,0,0,5994,5994,,
2020,Science & Technology,Operations and Administration,"Subtotal, Operations and Administration",70101.6,68339,73268,4929,,
2020,Science & Technology,Pesticides Licensing,Pesticides: Protect Human Health from Pesticide Risk,2888.3,2531,2401,-130,,
2020,Science & Technology,Pesticides Licensing,Pesticides: Protect the Environment from Pesticide Risk,2309.7,3072,2257,-815,,
2020,Science & Technology,Pesticides Licensing,Pesticides: Realize the Value of Pesticide Availability,362,424,615,191,,
2020,Science & Technology,Pesticides Licensing,"Subtotal, Pesticides Licensing",5560,6027,5273,-754,,
2020,Science & Technology,Research: Air and Energy,Research: Air and Energy,87503.9,91906,31707,-60199,,
2020,Science & Technology,Research: Safe and Sustainable Water Resources,Research: Safe and Sustainable Water Resources,104163.5,106257,69963,-36294,,
2020,Science & Technology,Research: Sustainable Communities,Research: Sustainable and Healthy Communities,131757.3,134327,53631,-80696,,
2020,Science & Technology,Research: Chemical Safety and Sustainability,Human Health Risk Assessment,33568.7,36523,22689,-13834,,
2020,Science & Technology,Research: Chemical Safety and Sustainability,Research: Chemical Safety and Sustainability,,,,,,
2020,Science & Technology,Research: Chemical Safety and Sustainability,Endocrine Disruptors,12501,16253,10346,-5907,,
2020,Science & Technology,Research: Chemical Safety and Sustainability,Computational Toxicology,21153.1,21409,17630,-3779,,
2020,Science & Technology,Research: Chemical Safety and Sustainability,Research: Chemical Safety and Sustainability (other activities),45933.8,52745,35901,-16844,,
2020,Science & Technology,Research: Chemical Safety and Sustainability,"Subtotal, Research: Chemical Safety and Sustainability",79587.9,90407,63877,-26530,,
2020,Science & Technology,Research: Chemical Safety and Sustainability,"Subtotal, Research: Chemical Safety and Sustainability",113156.6,126930,86566,-40364,,
2020,Science & Technology,Water: Human Health Protection,Drinking Water Programs,3458.2,3519,4094,575,,
2020,Science & Technology,Congressional Priorities,Water Quality Research and Support Grants,4094,4100,0,-4100,,
2020,Science & Technology,,"Total, Science & Technology",685123,713823,463060,-250763,,
2020,Environmental Program & Management,Clean Air,Clean Air Allowance Trading Programs,14720.4,15270,13292,-1978,,
2020,Environmental Program & Management,Clean Air,Atmospheric Protection Program,92753.7,95436,13965,-81471,,
2020,Environmental Program & Management,Clean Air,Federal Stationary Source Regulations,19618.3,21028.0,17311,-3717,,
2020,Environmental Program & Management,Clean Air,Federal Support for Air Quality Management,128588,128001,107298,-20703,,
2020,Environmental Program & Management,Clean Air,Stratospheric Ozone: Domestic Programs,4601.1,4637.0,3948,-689,,
2020,Environmental Program & Management,Clean Air,Stratospheric Ozone: Multilateral Fund,8326,8736.0,0,-8736,,
2020,Environmental Program & Management,Clean Air,"Subtotal, Clean Air",268607.5,273108,155814,-117294,,
2020,Environmental Program & Management,Indoor Air and Radiation,Indoor Air: Radon Program,2575.1,3136,0,-3136,,
2020,Environmental Program & Management,Indoor Air and Radiation,Radiation: Protection,9286.8,9180,2307,-6873,,
2020,Environmental Program & Management,Indoor Air and Radiation,Radiation: Response Preparedness,1774.5,1952,2219,267,,
2020,Environmental Program & Management,Indoor Air and Radiation,Reduce Risks from Indoor Air,13489.6,13369,0,-13369,,
2020,Environmental Program & Management,Indoor Air and Radiation,"Subtotal, Indoor Air and Radiation",27126,27637,4526,-23111,,
2020,Environmental Program & Management,Brownfields,Brownfields,24175.6,25593,16728,-8865,,
2020,Environmental Program & Management,Compliance,Compliance Monitoring,101299.2,101665,89644,-12021,,
2020,Environmental Program & Management,Enforcement,Civil Enforcement,164266.9,171283,147647,-23636,,
2020,Environmental Program & Management,Enforcement,Criminal Enforcement,44334.2,44995,44582,-413,,
2020,Environmental Program & Management,Enforcement,Environmental Justice,6436.5,6737,2739,-3998,,
2020,Environmental Program & Management,Enforcement,NEPA Implementation,15751.2,17622,16598,-1024,,
2020,Environmental Program & Management,Enforcement,"Subtotal, Enforcement",230788.8,240637,211566,-29071,,
2020,Environmental Program & Management,Geographic Programs,Geographic Program: Chesapeake Bay,67542.4,73000,7300,-65700,,
2020,Environmental Program & Management,Geographic Programs,Geographic Program: Gulf of Mexico,9122.9,12542,0,-12542,,
2020,Environmental Program & Management,Geographic Programs,Geographic Program: Lake Champlain,8395,8399,0,-8399,,
2020,Environmental Program & Management,Geographic Programs,Geographic Program: Long Island Sound,11753.9,12000,0,-12000,,
2020,Environmental Program & Management,Geographic Programs,Geographic Program: Other,,,,,,
2020,Environmental Program & Management,Geographic Programs,Lake Pontchartrain,947,948,0,-948,,
2020,Environmental Program & Management,Geographic Programs,S.New England Estuary (SNEE),4934.5,5000,0,-5000,,
2020,Environmental Program & Management,Geographic Programs,Geographic Program: Other (other activities),1507.4,1445,0,-1445,,
2020,Environmental Program & Management,Geographic Programs,"Subtotal, Geographic Program: Other",7388.9,7393,0,-7393,,
2020,Environmental Program & Management,Geographic Programs,Great Lakes Restoration,307739.4,300000,30000,-270000,,
2020,Environmental Program & Management,Geographic Programs,Geographic Program: South Florida,1674.5,1704,0,-1704,,
2020,Environmental Program & Management,Geographic Programs,Geographic Program: San Francisco Bay,1763.7,4819,0,-4819,,
2020,Environmental Program & Management,Geographic Programs,Geographic Program: Puget Sound,27961.9,28000,0,-28000,,
2020,Environmental Program & Management,Geographic Programs,"Subtotal, Geographic Programs",443342.6,447857,37300,-410557,,
2020,Environmental Program & Management,Homeland Security,Homeland Security: Communication and Information,4471.8,3910,3514,-396,,
2020,Environmental Program & Management,Homeland Security,Homeland Security: Critical Infrastructure Protection,908.7,880,1188,308,,
2020,Environmental Program & Management,Homeland Security,Homeland Security: Protection of EPA Personnel and Infrastructure,5400.2,5405,4986,-419,,
2020,Environmental Program & Management,Homeland Security,"Subtotal, Homeland Security",10780.7,10195,9688,-507,,
2020,Environmental Program & Management,Information Exchange / Outreach,State and Local Prevention and Preparedness,14799.1,14760,10524,-4236,,
2020,Environmental Program & Management,Information Exchange / Outreach,TRI / Right to Know,13796.8,12783,7811,-4972,,
2020,Environmental Program & Management,Information Exchange / Outreach,Tribal - Capacity Building,13979.6,14547,13201,-1346,,
2020,Environmental Program & Management,Information Exchange / Outreach,Executive Management and Operations,49458.4,49842,41771,-8071,,
2020,Environmental Program & Management,Information Exchange / Outreach,Environmental Education,10223.4,8702,0,-8702,,
2020,Environmental Program & Management,Information Exchange / Outreach,Exchange Network,17432.4,15956,12127,-3829,,
2020,Environmental Program & Management,Information Exchange / Outreach,Small Minority Business Assistance,1598.1,1574,0,-1574,,
2020,Environmental Program & Management,Information Exchange / Outreach,Small Business Ombudsman,1799.8,1826,1918,92,,
2020,Environmental Program & Management,Information Exchange / Outreach,Children and Other Sensitive Populations: Agency Coordination,6496,6548,2545,-4003,,
2020,Environmental Program & Management,Information Exchange / Outreach,"Subtotal, Information Exchange / Outreach",129583.6,126538,89897,-36641,,
2020,Environmental Program & Management,International Programs,US Mexico Border,2645.5,3033,0,-3033,,
2020,Environmental Program & Management,International Programs,International Sources of Pollution,6619.8,6904,5339,-1565,,
2020,Environmental Program & Management,International Programs,Trade and Governance,5290.1,5463,0,-5463,,
2020,Environmental Program & Management,International Programs,"Subtotal, International Programs",14555.4,15400,5339,-10061,,
2020,Environmental Program & Management,IT / Data Management / Security,Information Security,7016.5,7280,13773,6493,,
2020,Environmental Program & Management,IT / Data Management / Security,IT / Data Management,84464.5,83256,71117,-12139,,
2020,Environmental Program & Management,IT / Data Management / Security,"Subtotal, IT / Data Management / Security",91481,90536,84890,-5646,,
2020,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Integrated Environmental Strategies,9529.8,10653,8828,-1825,,
2020,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Administrative Law,4706.5,4753,4812,59,,
2020,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Alternative Dispute Resolution,1155.7,1150,0,-1150,,
2020,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Civil Rights Program,8848.2,9335,9003,-332,,
2020,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Legal Advice: Environmental Program,51344.3,50886,48123,-2763,,
2020,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Legal Advice: Support Program,14616,15455,17151,1696,,
2020,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Regional Science and Technology,1094.6,1205,0,-1205,,
2020,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Science Advisory Board,3531.8,3787,3763,-24,,
2020,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,Regulatory/Economic-Management and Analysis,14270.7,14190,16162,1972,,
2020,Environmental Program & Management,Legal / Science / Regulatory / Economic Review,"Subtotal, Legal / Science / Regulatory / Economic Review",109097.6,111414,107842,-3572,,
2020,Environmental Program & Management,Operations and Administration,"Central Planning, Budgeting, and Finance",70053.3,72884,71100,-1784,,
2020,Environmental Program & Management,Operations and Administration,Facilities Infrastructure and Operations,292535.1,308701,308335,-366,,
2020,Environmental Program & Management,Operations and Administration,Acquisition Management,27441.3,30210,28032,-2178,,
2020,Environmental Program & Management,Operations and Administration,Human Resources Management,43220.4,44227,41635,-2592,,
2020,Environmental Program & Management,Operations and Administration,Financial Assistance Grants / IAG Management,24462,24729,20202,-4527,,
2020,Environmental Program & Management,Operations and Administration,Workforce Reshaping,0,0,25003,25003,,
2020,Environmental Program & Management,Operations and Administration,"Subtotal, Operations and Administration",457712.1,480751,494307,13556,,
2020,Environmental Program & Management,Pesticides Licensing,Science Policy and Biotechnology,1604.1,2040,0,-2040,,
2020,Environmental Program & Management,Pesticides Licensing,Pesticides: Protect Human Health from Pesticide Risk,56288.2,58016,49440,-8576,,
2020,Environmental Program & Management,Pesticides Licensing,Pesticides: Protect the Environment from Pesticide Risk,38380.7,41081,30668,-10413,,
2020,Environmental Program & Management,Pesticides Licensing,Pesticides: Realize the Value of Pesticide Availability,7004.6,8226,5571,-2655,,
2020,Environmental Program & Management,Pesticides Licensing,"Subtotal, Pesticides Licensing",103277.6,109363,85679,-23684,,
2020,Environmental Program & Management,Research: Chemical Safety and Sustainability,Research: Chemical Safety and Sustainability,328.4,0,0,0,,
2020,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),RCRA: Corrective Action,37118.1,39052,33202,-5850,,
2020,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),RCRA: Waste Management,58434.1,60791,46813,-13978,,
2020,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),RCRA: Waste Minimization & Recycling,6782.4,9534,0,-9534,,
2020,Environmental Program & Management,Resource Conservation and Recovery Act (RCRA),"Subtotal, Resource Conservation and Recovery Act (RCRA)",102334.6,109377,80015,-29362,,
2020,Environmental Program & Management,Toxics Risk Review and Prevention,Endocrine Disruptors,4583.1,7553,0,-7553,,
2020,Environmental Program & Management,Toxics Risk Review and Prevention,Pollution Prevention Program,10353,11236,0,-11236,,
2020,Environmental Program & Management,Toxics Risk Review and Prevention,Toxic Substances: Chemical Risk Review and Reduction,65947.8,61105,66418,5313,,
